Score,Title,Agency,CloseDate,DaysLeft,OppNumber,Category,Eligibility,URL,MissionHits,ProgramHits,TechHits,MissionPts,ProgramPts,TechPts,ScoreBreakdown
0,Alumni Engagement Innovation Fund (AEIF) 2021,U.S. Mission to the Dominican Republic,,,S-DR860-21-NOFO-005,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Annual Program Statement (APS) for Fiscal Year 2025,U.S. Mission to Tunisia,,,PAS-TUNIS-FY2025,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,U.S. Embassy Phnom Penh &ndash; PAS Annual Program Statement,U.S. Mission to Cambodia,,,PAS-CB600-23-0002,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Promoting Human Rights For Vulnerable Children in Haut-Katanga,U.S. Mission to the Democratic Republic of Congo,,,DRC-ARDF-FY20-01,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,U.S. Embassy Djibouti PDS Annual Program Statement,U.S. Mission to Djibouti,,,PDS-24-01,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Leveraging Nursing Research to Advance Healthy School Environments for All,National Institutes of Health,,,FOR-NR-25-002,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Mathematical Sciences Infrastructure Program,U.S. National Science Foundation,02/03/2026,112,PD-20-1260,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Growing Research Access for Nationally Transformative Economic Development,U.S. National Science Foundation,,,PD-23-221Y,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,LPS Qubit Collaboratory (LQC),Dept of the Army -- Materiel Command,04/30/2026,198,W911NF21S0009,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Addiction Technology Transfer Centers Cooperative Agreement,Substance Abuse and Mental Health Services Adminis,,,TI-23-009,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Mid-scale Research Infrastructure-1,U.S. National Science Foundation,02/08/2027,482,24-598,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Enhancing Global Health Security:  Strengthening public health surveillance systems for disease detection and preparedness globally,Centers for Disease Control-GHC,,,CDC-RFA-JG-26-0113,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Accelerating Research through International Network-to-Network Collaborations,U.S. National Science Foundation,09/21/2026,342,23-619,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Defense Security Cooperation University - Research Grants,Washington Headquarters Services,08/07/2028,1028,HQ003423NFOEASD17,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,FY 2025 Regional Technology and Innovation Hub Program Notice of Funding Opportunity (NOFO),Economic Development Administration,11/07/2025,24,EDA-TECHHUBS-2025,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,NIST MEP Competitive Awards Program,National Institute of Standards and Technology,,,2021-NIST-MEP-CAP-01,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Advanced Manufacturing,U.S. National Science Foundation,,,PD-19-088Y,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,"Limited Competition: Building Partnerships and Broadening Perspectives to Advance Ethical, Legal, and Social Implications (ELSI) Research (BBAER) Program (UM1), Clinical Trial Optional",National Institutes of Health,08/02/2026,292,RFA-HG-24-026,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Development of Collaborative Research Facilities or Research-Resource Facilities (C06 Clinical Trial Not Allowed),National Institutes of Health,,,TEMP-31647,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,EPSCoR Research Infrastructure Improvement (RII): EPSCoR Research Fellows,U.S. National Science Foundation,04/14/2026,182,24-528,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Antarctic Research Requiring U.S. Antarctic Program (USAP) Support for Fieldwork,U.S. National Science Foundation,06/01/2026,230,25-525,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,National Center on Program Management and Quality Assurance,Administration for Children and Families - OHS,,,HHS-2026-ACF-OHS-HC-0103,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Antarctic Research Not Requiring U.S. Antarctic Program (USAP) Field Support,U.S. National Science Foundation,01/15/2026,93,25-526,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,AD/ADRD Clinical Trials Short Course,National Institutes of Health,,,FOR-TEMP-28387,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,"Science of Science: Discovery, Communication and Impact",U.S. National Science Foundation,,,PD-19-126Y,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,NSF Small Business Innovation Research / Small Business Technology Transfer Fast-Track Pilot Programs,U.S. National Science Foundation,11/05/2025,22,24-582,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,NSF Small Business Innovation Research / Small Business Technology Transfer Phase I Programs,U.S. National Science Foundation,11/05/2025,22,24-579,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,NSF Small Business Innovation Research  / Small Business Technology Transfer Phase II Programs,U.S. National Science Foundation,11/05/2025,22,24-580,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Transitions to Excellence in Molecular and Cellular Biosciences Research,U.S. National Science Foundation,,,21-508,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Tanzania Global Health Security Partner Engagement: Advancing Efforts and Strategies to Protect and Improve Public Health,Centers for Disease Control-GHC,,,CDC-RFA-JG-26-0052,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,"Building and Strengthening Public Health Systems, Impact, and Capacity in Indonesia through Partner Collaboration",Centers for Disease Control-GHC,,,CDC-RFA-JG-26-0053,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Improving Health Security and Building International Health Regulations Core Capacities in the Republic of Uganda,Centers for Disease Control-GHC,,,CDC-RFA-JG-26-0054,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Strengthening Public Health Systems in Sierra Leone,Centers for Disease Control-GHC,,,CDC-RFA-JG-26-0050,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Strengthening Global Health Security: Partnering for GHSA Implementation in Senegal,Centers for Disease Control-GHC,,,CDC-RFA-JG-26-0048,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Science of Learning and Augmented Intelligence (SL),U.S. National Science Foundation,02/11/2026,120,PD-19-127Y,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,"Enhancing global laboratory systems to safely manage biological risks, deploy diagnostics and sequence pathogens to strengthen health protection worldwide",Centers for Disease Control-GHC,,,CDC-RFA-JG-26-0058,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Maternal and Pediatric Precision in Therapeutics (MPRINT) Knowledge and Research Coordination Center,National Institutes of Health,,,RFA-HD-26-009,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,ECosystem for Leading Innovation in Plasma Science and Engineering,U.S. National Science Foundation,12/05/2025,52,PD-24-110Z,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,EPSCoR Research Infrastructure Improvement Program: EPSCoR Research Incubators for STEM Excellence,U.S. National Science Foundation,08/11/2026,301,25-522,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Support Ethiopia's Capacity to Meet International Health Regulations Requirements,Centers for Disease Control-GHC,,,CDC-RFA-JG-26-0046,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Improve and Strengthen the Nigerian National Public Health Institute's Management Capacity and Public Health Functions,Centers for Disease Control-GHC,,,CDC-RFA-JG-26-0043,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,RESTORE Act Direct Component - Non-Construction Activities,U.S. Dept. of Treasury RESTORE Act Program,10/31/2026,382,GR-RDC-25-002,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,RESTORE Act Direct Component &ndash; Construction and Real Property Acquisition Activities,U.S. Dept. of Treasury RESTORE Act Program,10/31/2026,382,GR-RDC-25-001,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Research Program Award (R35 Clinical Trial Optional),National Institutes of Health,,,RFA-NS-26-006,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Launching Early-Career Academic Pathways in the Mathematical and Physical Sciences (LEAPS-MPS),U.S. National Science Foundation,01/22/2026,100,25-535,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,"Strengthening the technical and organizational capacity of the Ministry of Health to deliver an efficient, resilient and self-reliant HIV/TB response and mitigate related public health threats in the Kingdom of Eswatini under PEPFAR",Centers for Disease Control-GHC,,,CDC-RFA-JG-26-0189,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,2023 Emerging Voices Small Grants Program,U.S. Mission to the Philippines,,,23-PHL-NOFO-EV,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Climate Hackathon in Northern Japan,U.S. Mission to Japan,,,SAPPORO-PAS-FY22-01-02,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Drug-Free Communities (DFC) Support Program &ndash; NEW (Year 1),Centers for Disease Control - NCIPC,04/14/2026,182,CDC-RFA-CE-26-0061,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Drug-Free Communities (DFC) Support Program &ndash; COMPETING CONTINUATION (Year 6),Centers for Disease Control - NCIPC,04/14/2026,182,CDC-RFA-CE21-210206CONT26,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,OJJDP FY25 National Mentoring Programs,Office of Juvenile Justice Delinquency Prevention ,10/27/2025,13,O-OJJDP-2025-172464,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,U.S. Embassy The Hague PD Annual Program Statement,U.S. Mission to the Netherlands,,,THEHAGUE-FY25-01,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Alumni Engagement Innovation Fund Program FY 2025,U.S. Mission to North Macedonia,,,SMK800-25-PAS001,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,U.S. EMBASSY TO LIBYA PAS ANNUAL PROGRAM STATEMENT,U.S. Mission to Tunisia,01/01/2099,26742,OFOP0001473,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Research Grants for Preventing Violence and Violence Related Injury (R01),Centers for Disease Control and Prevention - ERA,,,RFA-CE-26-020,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,U.S. Embassy Cotonou PDS Request for Statements of Interest,U.S. Mission to Benin,,,PDS-RCS-FY25,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,The Countering Violent Extremism Small Grants Program FY2022,U.S. Mission to Albania,,,TIRCVEFY22,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Countering Violent Extremism Small Grants Program FY2023,U.S. Mission to Albania,,,TIRCVEFY23,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Democracy Commission Program R2 FY2022,U.S. Mission to Albania,,,TIRDEMCOMMR2FY22,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Democracy Commission Program Round 2 FY2023,U.S. Mission to Albania,,,TIRDEMCOMMR2FY23,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,National Capital Parks- East Shaw Neighborhood Research Interns,National Park Service,,,P16AS00337,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,2022 Alumni Engagement Innovation Fund-Italy,U.S. Mission to Italy,,,04,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Research Opportunities in Crisis Response Services for Suicide Prevention,National Institutes of Health,,,FOR-MH-26-130,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,"Notice of Intent to Publish a Funding Opportunity Announcement for HIV Pediatric, Adolescent and Maternal Clinical Trials",National Institutes of Health,,,NOT-HD-25-007,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Effectiveness Trials for Post-Acute Interventions and Services to Optimize Longer-term Outcomes (R01 Clinical Trial Required),National Institutes of Health,01/07/2028,815,PAR-25-207,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Call for Proposals &ndash; Workshops to Stop the Spread of mis/disinformation,U.S. Mission to Cambodia,,,CB600-22-PAS-0002-KH,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Optimal Treatment Strategies for use of Anti-Obesity Medications (AOMs) in Children and Adolescents Clinical Centers,National Institutes of Health,,,RFA-DK-27-121,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,OJJDP FY25 Emergency Planning for Juvenile Justice Residential Facilities,Office of Juvenile Justice Delinquency Prevention ,10/27/2025,13,O-OJJDP-2025-172450,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Optimal Treatment Strategies for use of Anti-Obesity Medications (AOMs) in Children and Adolescents Research Coordinating Center,National Institutes of Health,,,RFA-DK-27-136,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Comprehensive Addiction and Recovery Act (CARA),Centers for Disease Control - NCIPC,01/21/2026,99,CDC-RFA-CE-26-0110,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,IUSE/Professional Formation of Engineers:  Revolutionizing Engineering Departments,U.S. National Science Foundation,04/14/2026,182,24-564,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,FY 2024 &ndash; 2026 - Broad Agency Announcement (BAA) Announcement Type: Initial,DOC NOAA - ERA Production,09/30/2026,351,NOAA-NOS-MB-27779,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Accelerating Research Translation,U.S. National Science Foundation,01/15/2026,93,25-548,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Zimbabwean-U.S. Program for Academic Collaborations (ZUPAC),U.S. Mission to Zimbabwe,,,AF-HAR-FY23-07,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Curriculum and University Partnerships (CUP),U.S. Mission to Venezuela,,,2025VE-002A,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Crosscutting Activities in Materials Research,U.S. National Science Foundation,,,PD-18-7222,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Embassy Belgrade PAS - University Partnership,U.S. Mission to Serbia,,,SRB10020FO006,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Geoinformatics,U.S. National Science Foundation,12/05/2025,52,23-594,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Faculty Early Career Development Program,U.S. National Science Foundation,07/22/2026,281,22-586,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Notice of Intent to Publish a Notice of Funding Opportunity Announcement for NGO Programs Benefiting Displaced Iraqis and Syrian Refugees,Bureau of Population Refugees and Migration,,,PRM-ANE-NOI-01,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,UNITED STATES MILITARY ACADEMY Broad Agency Announcement,Dept of the Army -- Materiel Command,03/31/2027,533,W911NF-20-S-0008,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Farm to School Grant Program,Food and Nutrition Service,12/05/2025,52,USDA-FNS-2026-F2S,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Culture of Research and University Exchanges Prep program (CRUX) in One Health and Agricultural STEM,U.S. Mission to Zimbabwe,,,AFHAR-FY21-01,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,"Hispanic-Serving Institutions: Enriching Learning, Programs, and Student Experiences",U.S. National Science Foundation,02/11/2026,120,24-551,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
0,Geosciences Open Science Ecosystem,U.S. National Science Foundation,11/14/2025,31,25-506,Not specified,Not specified,Not specified,0,0,0,0,0,0,"{""MissionHits"": 0, ""ProgramHits"": 0, ""TechHits"": 0, ""MissionPts"": 0, ""ProgramPts"": 0, ""TechPts"": 0}"
